ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 21/10/2022 15:44:22
LukeChange = 26.713915589353043, Volatility: 0.6676470588235293, AaronChange = 36.60482737401857, Volatility: 0.9944444444444445, AlexChange = 64.2486577465453, Volatility: 0.7807692307692307, RikChange = 54.35774596187978, Volatility: 1.3416666666666668, ReinChange = -10.24051993759392, Volatility: 0.6472222222222221, JackChange = -29.2878870215186, Volatility: 0.7464285714285714, RachelChange = -76.90630473133034, Volatility: 1.08125, AlvesChange = -66.76818999311234, Volatility: 1.08125, Team1Perf = 1848, Team2Perf = 146, DateOfMatch = 22/10/2022 11:10:47
ReinChange = 0.25521549436667695, Volatility: 0.6289473684210526, LukeChange = 0.32412367784567975, Volatility: 0.6472222222222221, GarrettChange = 0.4619400448036851, Volatility: 1.1928571428571428, BradleyChange = 0.8983585401707028, Volatility: 1.08125, AronChange = -0.6902089273330694, Volatility: 1.1928571428571428, RikChange = -2.0651051105805434, Volatility: 1.1928571428571428, AdamChange = -0.3009310923172182, Volatility: 0.8208333333333333, TomChange = -1.9739975321725782, Volatility: 0.9944444444444445, Team1Perf = 1069, Team2Perf = 1036, DateOfMatch = 27/10/2022 21:40:30
ReinChange = 24.8, Volatility: 1.55, BradleyChange = 24.8, Volatility: 1.55, ThomasChange = 24.8, Volatility: 1.55, HoekChange = 24.8, Volatility: 1.55, JackChange = -24.8, Volatility: 1.55, WesselChange = -24.8, Volatility: 1.55, TomChange = -24.8, Volatility: 1.55, NielsChange = -24.8, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 27/10/2022 21:42:57
ReinChange = 52.35195188257446, Volatility: 1.3416666666666668, JackChange = 52.35195188257446, Volatility: 1.3416666666666668, AlexChange = 60.48113695750838, Volatility: 1.55, AaronChange = 60.48113695750838, Volatility: 1.55, MossChange = -60.55566700921202, Volatility: 1.55, AdamChange = -60.55566700921202, Volatility: 1.55, HoekChange = -52.41646445421041, Volatility: 1.3416666666666668, LukeChange = -60.55566700921202, Volatility: 1.55, Team1Perf = 1406, Team2Perf = 600, DateOfMatch = 27/10/2022 21:42:57
AronChange = 187.38788620431185, Volatility: 1.55, ReinChange = 144.21095389917087, Volatility: 1.1928571428571428, LukeChange = 162.2013423596463, Volatility: 1.3416666666666668, ThomasChange = 162.2013423596463, Volatility: 1.3416666666666668, JackChange = -144.39466212069848, Volatility: 1.1928571428571428, AdamChange = -162.40796827348026, Volatility: 1.3416666666666668, MossChange = -162.40796827348026, Volatility: 1.3416666666666668, AlexChange = -162.40796827348026, Volatility: 1.3416666666666668, Team1Perf = 1992, Team2Perf = 10, DateOfMatch = 27/10/2022 21:42:57
ReinChange = 48.45955635698061, Volatility: 1.08125, MossChange = 53.46157497351453, Volatility: 1.1928571428571428, AaronChange = 60.1309331288931, Volatility: 1.3416666666666668, AronChange = 60.1309331288931, Volatility: 1.3416666666666668, LukeChange = -53.516975569342, Volatility: 1.1928571428571428, AdamChange = -53.516975569342, Volatility: 1.1928571428571428, AlexChange = -53.516975569342, Volatility: 1.1928571428571428, KoenChange = -69.54002214698932, Volatility: 1.55, Team1Perf = 1545, Team2Perf = 462, DateOfMatch = 27/10/2022 21:42:57
LukeChange = 31.719365188272047, Volatility: 1.08125, ReinChange = 29.17285224765933, Volatility: 0.9944444444444445, KoenChange = 39.358904010110216, Volatility: 1.3416666666666668, LuddowChange = 45.47053506758074, Volatility: 1.55, JackChange = -31.76563705579688, Volatility: 1.08125, NielsChange = -39.41632035439922, Volatility: 1.3416666666666668, TomChange = -39.41632035439922, Volatility: 1.3416666666666668, ThomasChange = -35.04450132662645, Volatility: 1.1928571428571428, Team1Perf = 1406, Team2Perf = 663, DateOfMatch = 27/10/2022 21:42:57
ReinChange = -3.1960255184763997, Volatility: 0.925, LukeChange = -3.435967374217871, Volatility: 0.9944444444444445, BradleyChange = -4.635676652925229, Volatility: 1.3416666666666668, AdamChange = -3.73589469389471, Volatility: 1.08125, ThomasChange = 3.6743140121272155, Volatility: 1.08125, MossChange = 3.6743140121272155, Volatility: 1.08125, AaronChange = 4.053578464246044, Volatility: 1.1928571428571428, AlexChange = 3.6743140121272155, Volatility: 1.08125, Team1Perf = 988, Team2Perf = 1033, DateOfMatch = 27/10/2022 21:42:57
ReinChange = 103.11895746070896, Volatility: 0.8681818181818182, AdamChange = 118.11589717285395, Volatility: 0.9944444444444445, BradleyChange = 141.68251672051036, Volatility: 1.1928571428571428, TomChange = 141.68251672051036, Volatility: 1.1928571428571428, LukeChange = -109.94810873112375, Volatility: 0.925, MossChange = -118.20247124847539, Volatility: 0.9944444444444445, ThomasChange = -118.20247124847539, Volatility: 0.9944444444444445, JeftaChange = -184.23737138728845, Volatility: 1.55, Team1Perf = 2018, Team2Perf = -6, DateOfMatch = 27/10/2022 21:42:57
MarlonChange = -51.81339420788573, Volatility: 1.55, LuddowChange = -44.84922831972905, Volatility: 1.3416666666666668, ReinChange = -27.438813599337333, Volatility: 0.8208333333333333, MossChange = -30.920896543415676, Volatility: 0.925, LukeChange = 16.873693423048387, Volatility: 0.8681818181818182, TomChange = 21.014815827265107, Volatility: 1.08125, ThomasChange = 17.97799273083951, Volatility: 0.925, JackChange = 19.32769188480644, Volatility: 0.9944444444444445, Team1Perf = 785, Team2Perf = 1241, DateOfMatch = 27/10/2022 21:42:57
AlexChange = 26.89234481345507, Volatility: 0.9944444444444445, MossChange = 23.47787746791735, Volatility: 0.8681818181818182, ReinChange = 21.11401545946816, Volatility: 0.7807692307692307, HoekChange = 32.25793635644291, Volatility: 1.1928571428571428, LukeChange = -31.339810522764612, Volatility: 0.8208333333333333, AdamChange = -35.31694383783627, Volatility: 0.925, RachelChange = -59.179743728266175, Volatility: 1.55, JackChange = -35.31694383783627, Volatility: 0.925, Team1Perf = 1325, Team2Perf = 571, DateOfMatch = 27/10/2022 21:42:57
ReinChange = 7.951159607453469, Volatility: 0.7464285714285714, LukeChange = 8.316965625462922, Volatility: 0.7807692307692307, MossChange = 8.743739313140619, Volatility: 0.8208333333333333, RachelChange = 14.291797252950657, Volatility: 1.3416666666666668, AdamChange = -9.347018465067302, Volatility: 0.8681818181818182, ThomasChange = -9.347018465067302, Volatility: 0.8681818181818182, KoenChange = -12.842537711539743, Volatility: 1.1928571428571428, NielsChange = -12.842537711539743, Volatility: 1.1928571428571428, Team1Perf = 1142, Team2Perf = 801, DateOfMatch = 27/10/2022 21:42:57
ReinChange = 57.40306403829727, Volatility: 0.7166666666666666, AlvesChange = 124.15081292003832, Volatility: 1.55, AlexChange = 74.09000125873254, Volatility: 0.925, MossChange = 62.53750625996967, Volatility: 0.7807692307692307, GarrettChange = -149.98572706229592, Volatility: 1.55, GallagherChange = -149.98572706229592, Volatility: 1.55, LukeChange = -72.22814966824849, Volatility: 0.7464285714285714, JackChange = -84.0096007885587, Volatility: 0.8681818181818182, Team1Perf = 1751, Team2Perf = 201, DateOfMatch = 27/10/2022 21:42:57
GallagherChange = 34.27389990058479, Volatility: 1.3416666666666668, JackChange = 20.96881453545094, Volatility: 0.8208333333333333, LuddowChange = 30.47244693911797, Volatility: 1.1928571428571428, ReinChange = 17.64254319416748, Volatility: 0.690625, LukeChange = -25.093031492328453, Volatility: 0.7166666666666666, GarrettChange = -46.97648918912654, Volatility: 1.3416666666666668, AlvesChange = -46.97648918912654, Volatility: 1.3416666666666668, AlexChange = -30.39811214609769, Volatility: 0.8681818181818182, Team1Perf = 1355, Team2Perf = 618, DateOfMatch = 27/10/2022 21:42:57
ReinChange = 16.529499630222016, Volatility: 0.6676470588235293, RikChange = 38.374653326550686, Volatility: 1.55, LukeChange = 17.098383841063914, Volatility: 0.690625, RachelChange = 29.53256730660813, Volatility: 1.1928571428571428, AlvesChange = -29.581870423981428, Volatility: 1.1928571428571428, AaronChange = -26.81410560137838, Volatility: 1.08125, JackChange = -19.36243107898554, Volatility: 0.7807692307692307, AlexChange = -20.355987681971254, Volatility: 0.8208333333333333, Team1Perf = 1376, Team2Perf = 676, DateOfMatch = 27/10/2022 21:42:57
LukeChange = 31.045314895035496, Volatility: 0.6676470588235293, AaronChange = 46.241259532840445, Volatility: 0.9944444444444445, AlexChange = 36.3054495773526, Volatility: 0.7807692307692307, RikChange = 62.38695071050821, Volatility: 1.3416666666666668, ReinChange = -35.343913257502216, Volatility: 0.6472222222222221, JackChange = -40.76143521604026, Volatility: 0.7464285714285714, RachelChange = -59.045571826106176, Volatility: 1.08125, AlvesChange = -59.045571826106176, Volatility: 1.08125, Team1Perf = 1473, Team2Perf = 582, DateOfMatch = 27/10/2022 21:42:57
ReinChange = 24.8, Volatility: 1.55, BradleyChange = 24.8, Volatility: 1.55, ThomasChange = 24.8, Volatility: 1.55, HoekChange = 24.8, Volatility: 1.55, JackChange = -24.8, Volatility: 1.55, WesselChange = -24.8, Volatility: 1.55, TomChange = -24.8, Volatility: 1.55, NielsChange = -24.8, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 27/10/2022 21:43:25
ReinChange = 52.35195188257446, Volatility: 1.3416666666666668, JackChange = 52.35195188257446, Volatility: 1.3416666666666668, AlexChange = 60.48113695750838, Volatility: 1.55, AaronChange = 60.48113695750838, Volatility: 1.55, MossChange = -60.55566700921202, Volatility: 1.55, AdamChange = -60.55566700921202, Volatility: 1.55, HoekChange = -52.41646445421041, Volatility: 1.3416666666666668, LukeChange = -60.55566700921202, Volatility: 1.55, Team1Perf = 1406, Team2Perf = 600, DateOfMatch = 27/10/2022 21:43:25
AronChange = 187.38788620431185, Volatility: 1.55, ReinChange = 144.21095389917087, Volatility: 1.1928571428571428, LukeChange = 162.2013423596463, Volatility: 1.3416666666666668, ThomasChange = 162.2013423596463, Volatility: 1.3416666666666668, JackChange = -144.39466212069848, Volatility: 1.1928571428571428, AdamChange = -162.40796827348026, Volatility: 1.3416666666666668, MossChange = -162.40796827348026, Volatility: 1.3416666666666668, AlexChange = -162.40796827348026, Volatility: 1.3416666666666668, Team1Perf = 1992, Team2Perf = 10, DateOfMatch = 27/10/2022 21:43:25
ReinChange = 48.45955635698061, Volatility: 1.08125, MossChange = 53.46157497351453, Volatility: 1.1928571428571428, AaronChange = 60.1309331288931, Volatility: 1.3416666666666668, AronChange = 60.1309331288931, Volatility: 1.3416666666666668, LukeChange = -53.516975569342, Volatility: 1.1928571428571428, AdamChange = -53.516975569342, Volatility: 1.1928571428571428, AlexChange = -53.516975569342, Volatility: 1.1928571428571428, KoenChange = -69.54002214698932, Volatility: 1.55, Team1Perf = 1545, Team2Perf = 462, DateOfMatch = 27/10/2022 21:43:25
LukeChange = 31.719365188272047, Volatility: 1.08125, ReinChange = 29.17285224765933, Volatility: 0.9944444444444445, KoenChange = 39.358904010110216, Volatility: 1.3416666666666668, LuddowChange = 45.47053506758074, Volatility: 1.55, JackChange = -31.76563705579688, Volatility: 1.08125, NielsChange = -39.41632035439922, Volatility: 1.3416666666666668, TomChange = -39.41632035439922, Volatility: 1.3416666666666668, ThomasChange = -35.04450132662645, Volatility: 1.1928571428571428, Team1Perf = 1406, Team2Perf = 663, DateOfMatch = 27/10/2022 21:43:25
ReinChange = -3.1960255184763997, Volatility: 0.925, LukeChange = -3.435967374217871, Volatility: 0.9944444444444445, BradleyChange = -4.635676652925229, Volatility: 1.3416666666666668, AdamChange = -3.73589469389471, Volatility: 1.08125, ThomasChange = 3.6743140121272155, Volatility: 1.08125, MossChange = 3.6743140121272155, Volatility: 1.08125, AaronChange = 4.053578464246044, Volatility: 1.1928571428571428, AlexChange = 3.6743140121272155, Volatility: 1.08125, Team1Perf = 988, Team2Perf = 1033, DateOfMatch = 27/10/2022 21:43:25
ReinChange = 103.11895746070896, Volatility: 0.8681818181818182, AdamChange = 118.11589717285395, Volatility: 0.9944444444444445, BradleyChange = 141.68251672051036, Volatility: 1.1928571428571428, TomChange = 141.68251672051036, Volatility: 1.1928571428571428, LukeChange = -109.94810873112375, Volatility: 0.925, MossChange = -118.20247124847539, Volatility: 0.9944444444444445, ThomasChange = -118.20247124847539, Volatility: 0.9944444444444445, JeftaChange = -184.23737138728845, Volatility: 1.55, Team1Perf = 2018, Team2Perf = -6, DateOfMatch = 27/10/2022 21:43:25
MarlonChange = -51.81339420788573, Volatility: 1.55, LuddowChange = -44.84922831972905, Volatility: 1.3416666666666668, ReinChange = -27.438813599337333, Volatility: 0.8208333333333333, MossChange = -30.920896543415676, Volatility: 0.925, LukeChange = 16.873693423048387, Volatility: 0.8681818181818182, TomChange = 21.014815827265107, Volatility: 1.08125, ThomasChange = 17.97799273083951, Volatility: 0.925, JackChange = 19.32769188480644, Volatility: 0.9944444444444445, Team1Perf = 785, Team2Perf = 1241, DateOfMatch = 27/10/2022 21:43:25
AlexChange = 26.89234481345507, Volatility: 0.9944444444444445, MossChange = 23.47787746791735, Volatility: 0.8681818181818182, ReinChange = 21.11401545946816, Volatility: 0.7807692307692307, HoekChange = 32.25793635644291, Volatility: 1.1928571428571428, LukeChange = -31.339810522764612, Volatility: 0.8208333333333333, AdamChange = -35.31694383783627, Volatility: 0.925, RachelChange = -59.179743728266175, Volatility: 1.55, JackChange = -35.31694383783627, Volatility: 0.925, Team1Perf = 1325, Team2Perf = 571, DateOfMatch = 27/10/2022 21:43:25
ReinChange = 7.951159607453469, Volatility: 0.7464285714285714, LukeChange = 8.316965625462922, Volatility: 0.7807692307692307, MossChange = 8.743739313140619, Volatility: 0.8208333333333333, RachelChange = 14.291797252950657, Volatility: 1.3416666666666668, AdamChange = -9.347018465067302, Volatility: 0.8681818181818182, ThomasChange = -9.347018465067302, Volatility: 0.8681818181818182, KoenChange = -12.842537711539743, Volatility: 1.1928571428571428, NielsChange = -12.842537711539743, Volatility: 1.1928571428571428, Team1Perf = 1142, Team2Perf = 801, DateOfMatch = 27/10/2022 21:43:25
ReinChange = 57.40306403829727, Volatility: 0.7166666666666666, AlvesChange = 124.15081292003832, Volatility: 1.55, AlexChange = 74.09000125873254, Volatility: 0.925, MossChange = 62.53750625996967, Volatility: 0.7807692307692307, GarrettChange = -149.98572706229592, Volatility: 1.55, GallagherChange = -149.98572706229592, Volatility: 1.55, LukeChange = -72.22814966824849, Volatility: 0.7464285714285714, JackChange = -84.0096007885587, Volatility: 0.8681818181818182, Team1Perf = 1751, Team2Perf = 201, DateOfMatch = 27/10/2022 21:43:25
GallagherChange = 34.27389990058479, Volatility: 1.3416666666666668, JackChange = 20.96881453545094, Volatility: 0.8208333333333333, LuddowChange = 30.47244693911797, Volatility: 1.1928571428571428, ReinChange = 17.64254319416748, Volatility: 0.690625, LukeChange = -25.093031492328453, Volatility: 0.7166666666666666, GarrettChange = -46.97648918912654, Volatility: 1.3416666666666668, AlvesChange = -46.97648918912654, Volatility: 1.3416666666666668, AlexChange = -30.39811214609769, Volatility: 0.8681818181818182, Team1Perf = 1355, Team2Perf = 618, DateOfMatch = 27/10/2022 21:43:25
ReinChange = 16.529499630222016, Volatility: 0.6676470588235293, RikChange = 38.374653326550686, Volatility: 1.55, LukeChange = 17.098383841063914, Volatility: 0.690625, RachelChange = 29.53256730660813, Volatility: 1.1928571428571428, AlvesChange = -29.581870423981428, Volatility: 1.1928571428571428, AaronChange = -26.81410560137838, Volatility: 1.08125, JackChange = -19.36243107898554, Volatility: 0.7807692307692307, AlexChange = -20.355987681971254, Volatility: 0.8208333333333333, Team1Perf = 1376, Team2Perf = 676, DateOfMatch = 27/10/2022 21:43:25
LukeChange = 31.045314895035496, Volatility: 0.6676470588235293, AaronChange = 46.241259532840445, Volatility: 0.9944444444444445, AlexChange = 36.3054495773526, Volatility: 0.7807692307692307, RikChange = 62.38695071050821, Volatility: 1.3416666666666668, ReinChange = -35.343913257502216, Volatility: 0.6472222222222221, JackChange = -40.76143521604026, Volatility: 0.7464285714285714, RachelChange = -59.045571826106176, Volatility: 1.08125, AlvesChange = -59.045571826106176, Volatility: 1.08125, Team1Perf = 1473, Team2Perf = 582, DateOfMatch = 27/10/2022 21:43:25
ReinChange = -1.3265735700758965, Volatility: 0.6289473684210526, LukeChange = -1.3651188272259398, Volatility: 0.6472222222222221, GarrettChange = -2.5159700764200954, Volatility: 1.1928571428571428, BradleyChange = -2.280568684539473, Volatility: 1.08125, AronChange = 2.2990421309017286, Volatility: 1.1928571428571428, RikChange = 2.2990421309017286, Volatility: 1.1928571428571428, AdamChange = 1.5820254982602213, Volatility: 0.8208333333333333, TomChange = 1.9166332601595912, Volatility: 0.9944444444444445, Team1Perf = 1062, Team2Perf = 1087, DateOfMatch = 27/10/2022 21:43:25
ReinChange = 24.8, Volatility: 1.55, BradleyChange = 24.8, Volatility: 1.55, ThomasChange = 24.8, Volatility: 1.55, HoekChange = 24.8, Volatility: 1.55, JackChange = -24.8, Volatility: 1.55, WesselChange = -24.8, Volatility: 1.55, TomChange = -24.8, Volatility: 1.55, NielsChange = -24.8, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 27/10/2022 21:57:12
ReinChange = 52.35195188257446, Volatility: 1.3416666666666668, JackChange = 52.35195188257446, Volatility: 1.3416666666666668, AlexChange = 60.48113695750838, Volatility: 1.55, AaronChange = 60.48113695750838, Volatility: 1.55, MossChange = -60.55566700921202, Volatility: 1.55, AdamChange = -60.55566700921202, Volatility: 1.55, HoekChange = -52.41646445421041, Volatility: 1.3416666666666668, LukeChange = -60.55566700921202, Volatility: 1.55, Team1Perf = 1406, Team2Perf = 600, DateOfMatch = 27/10/2022 21:57:12
AronChange = 187.38788620431185, Volatility: 1.55, ReinChange = 144.21095389917087, Volatility: 1.1928571428571428, LukeChange = 162.2013423596463, Volatility: 1.3416666666666668, ThomasChange = 162.2013423596463, Volatility: 1.3416666666666668, JackChange = -144.39466212069848, Volatility: 1.1928571428571428, AdamChange = -162.40796827348026, Volatility: 1.3416666666666668, MossChange = -162.40796827348026, Volatility: 1.3416666666666668, AlexChange = -162.40796827348026, Volatility: 1.3416666666666668, Team1Perf = 1992, Team2Perf = 10, DateOfMatch = 27/10/2022 21:57:12
ReinChange = 48.45955635698061, Volatility: 1.08125, MossChange = 53.46157497351453, Volatility: 1.1928571428571428, AaronChange = 60.1309331288931, Volatility: 1.3416666666666668, AronChange = 60.1309331288931, Volatility: 1.3416666666666668, LukeChange = -53.516975569342, Volatility: 1.1928571428571428, AdamChange = -53.516975569342, Volatility: 1.1928571428571428, AlexChange = -53.516975569342, Volatility: 1.1928571428571428, KoenChange = -69.54002214698932, Volatility: 1.55, Team1Perf = 1545, Team2Perf = 462, DateOfMatch = 27/10/2022 21:57:12
LukeChange = 31.719365188272047, Volatility: 1.08125, ReinChange = 29.17285224765933, Volatility: 0.9944444444444445, KoenChange = 39.358904010110216, Volatility: 1.3416666666666668, LuddowChange = 45.47053506758074, Volatility: 1.55, JackChange = -31.76563705579688, Volatility: 1.08125, NielsChange = -39.41632035439922, Volatility: 1.3416666666666668, TomChange = -39.41632035439922, Volatility: 1.3416666666666668, ThomasChange = -35.04450132662645, Volatility: 1.1928571428571428, Team1Perf = 1406, Team2Perf = 663, DateOfMatch = 27/10/2022 21:57:13
ReinChange = -3.1960255184763997, Volatility: 0.925, LukeChange = -3.435967374217871, Volatility: 0.9944444444444445, BradleyChange = -4.635676652925229, Volatility: 1.3416666666666668, AdamChange = -3.73589469389471, Volatility: 1.08125, ThomasChange = 3.6743140121272155, Volatility: 1.08125, MossChange = 3.6743140121272155, Volatility: 1.08125, AaronChange = 4.053578464246044, Volatility: 1.1928571428571428, AlexChange = 3.6743140121272155, Volatility: 1.08125, Team1Perf = 988, Team2Perf = 1033, DateOfMatch = 27/10/2022 21:57:13
ReinChange = 103.11895746070896, Volatility: 0.8681818181818182, AdamChange = 118.11589717285395, Volatility: 0.9944444444444445, BradleyChange = 141.68251672051036, Volatility: 1.1928571428571428, TomChange = 141.68251672051036, Volatility: 1.1928571428571428, LukeChange = -109.94810873112375, Volatility: 0.925, MossChange = -118.20247124847539, Volatility: 0.9944444444444445, ThomasChange = -118.20247124847539, Volatility: 0.9944444444444445, JeftaChange = -184.23737138728845, Volatility: 1.55, Team1Perf = 2018, Team2Perf = -6, DateOfMatch = 27/10/2022 21:57:13
MarlonChange = -51.81339420788573, Volatility: 1.55, LuddowChange = -44.84922831972905, Volatility: 1.3416666666666668, ReinChange = -27.438813599337333, Volatility: 0.8208333333333333, MossChange = -30.920896543415676, Volatility: 0.925, LukeChange = 16.873693423048387, Volatility: 0.8681818181818182, TomChange = 21.014815827265107, Volatility: 1.08125, ThomasChange = 17.97799273083951, Volatility: 0.925, JackChange = 19.32769188480644, Volatility: 0.9944444444444445, Team1Perf = 785, Team2Perf = 1241, DateOfMatch = 27/10/2022 21:57:13
AlexChange = 26.89234481345507, Volatility: 0.9944444444444445, MossChange = 23.47787746791735, Volatility: 0.8681818181818182, ReinChange = 21.11401545946816, Volatility: 0.7807692307692307, HoekChange = 32.25793635644291, Volatility: 1.1928571428571428, LukeChange = -31.339810522764612, Volatility: 0.8208333333333333, AdamChange = -35.31694383783627, Volatility: 0.925, RachelChange = -59.179743728266175, Volatility: 1.55, JackChange = -35.31694383783627, Volatility: 0.925, Team1Perf = 1325, Team2Perf = 571, DateOfMatch = 27/10/2022 21:57:13
ReinChange = 7.951159607453469, Volatility: 0.7464285714285714, LukeChange = 8.316965625462922, Volatility: 0.7807692307692307, MossChange = 8.743739313140619, Volatility: 0.8208333333333333, RachelChange = 14.291797252950657, Volatility: 1.3416666666666668, AdamChange = -9.347018465067302, Volatility: 0.8681818181818182, ThomasChange = -9.347018465067302, Volatility: 0.8681818181818182, KoenChange = -12.842537711539743, Volatility: 1.1928571428571428, NielsChange = -12.842537711539743, Volatility: 1.1928571428571428, Team1Perf = 1142, Team2Perf = 801, DateOfMatch = 27/10/2022 21:57:13
ReinChange = 57.40306403829727, Volatility: 0.7166666666666666, AlvesChange = 124.15081292003832, Volatility: 1.55, AlexChange = 74.09000125873254, Volatility: 0.925, MossChange = 62.53750625996967, Volatility: 0.7807692307692307, GarrettChange = -149.98572706229592, Volatility: 1.55, GallagherChange = -149.98572706229592, Volatility: 1.55, LukeChange = -72.22814966824849, Volatility: 0.7464285714285714, JackChange = -84.0096007885587, Volatility: 0.8681818181818182, Team1Perf = 1751, Team2Perf = 201, DateOfMatch = 27/10/2022 21:57:13
GallagherChange = 34.27389990058479, Volatility: 1.3416666666666668, JackChange = 20.96881453545094, Volatility: 0.8208333333333333, LuddowChange = 30.47244693911797, Volatility: 1.1928571428571428, ReinChange = 17.64254319416748, Volatility: 0.690625, LukeChange = -25.093031492328453, Volatility: 0.7166666666666666, GarrettChange = -46.97648918912654, Volatility: 1.3416666666666668, AlvesChange = -46.97648918912654, Volatility: 1.3416666666666668, AlexChange = -30.39811214609769, Volatility: 0.8681818181818182, Team1Perf = 1355, Team2Perf = 618, DateOfMatch = 27/10/2022 21:57:13
ReinChange = 16.529499630222016, Volatility: 0.6676470588235293, RikChange = 38.374653326550686, Volatility: 1.55, LukeChange = 17.098383841063914, Volatility: 0.690625, RachelChange = 29.53256730660813, Volatility: 1.1928571428571428, AlvesChange = -29.581870423981428, Volatility: 1.1928571428571428, AaronChange = -26.81410560137838, Volatility: 1.08125, JackChange = -19.36243107898554, Volatility: 0.7807692307692307, AlexChange = -20.355987681971254, Volatility: 0.8208333333333333, Team1Perf = 1376, Team2Perf = 676, DateOfMatch = 27/10/2022 21:57:13
LukeChange = 31.045314895035496, Volatility: 0.6676470588235293, AaronChange = 46.241259532840445, Volatility: 0.9944444444444445, AlexChange = 36.3054495773526, Volatility: 0.7807692307692307, RikChange = 62.38695071050821, Volatility: 1.3416666666666668, ReinChange = -35.343913257502216, Volatility: 0.6472222222222221, JackChange = -40.76143521604026, Volatility: 0.7464285714285714, RachelChange = -59.045571826106176, Volatility: 1.08125, AlvesChange = -59.045571826106176, Volatility: 1.08125, Team1Perf = 1473, Team2Perf = 582, DateOfMatch = 27/10/2022 21:57:13
ReinChange = -1.3265735700758965, Volatility: 0.6289473684210526, LukeChange = -1.3651188272259398, Volatility: 0.6472222222222221, GarrettChange = -2.5159700764200954, Volatility: 1.1928571428571428, BradleyChange = -2.280568684539473, Volatility: 1.08125, AronChange = 2.2990421309017286, Volatility: 1.1928571428571428, RikChange = 2.2990421309017286, Volatility: 1.1928571428571428, AdamChange = 1.5820254982602213, Volatility: 0.8208333333333333, TomChange = 1.9166332601595912, Volatility: 0.9944444444444445, Team1Perf = 1062, Team2Perf = 1087, DateOfMatch = 27/10/2022 21:57:13
ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 27/10/2022 21:59:32
ReinChange = 36.83578379751772, Volatility: 1.3416666666666668, JackChange = 36.83578379751772, Volatility: 1.3416666666666668, AlexChange = 38.6930502074766, Volatility: 1.55, AaronChange = 38.6930502074766, Volatility: 1.55, MossChange = -38.693050207476595, Volatility: 1.55, AdamChange = -38.693050207476595, Volatility: 1.55, HoekChange = -36.83578379751772, Volatility: 1.3416666666666668, LukeChange = -38.693050207476595, Volatility: 1.55, Team1Perf = 1404, Team2Perf = 600, DateOfMatch = 27/10/2022 21:59:32
AronChange = 117.8132107170729, Volatility: 1.55, ReinChange = 104.24373418196083, Volatility: 1.1928571428571428, LukeChange = 104.06280782815935, Volatility: 1.3416666666666668, ThomasChange = 117.6322843632714, Volatility: 1.3416666666666668, JackChange = -115.91092091695286, Volatility: 1.1928571428571428, AdamChange = -104.14178289101908, Volatility: 1.3416666666666668, MossChange = -104.14178289101908, Volatility: 1.3416666666666668, AlexChange = -109.39262908720491, Volatility: 1.3416666666666668, Team1Perf = 1996, Team2Perf = 7, DateOfMatch = 27/10/2022 21:59:32
ReinChange = 34.136515276492354, Volatility: 1.08125, MossChange = 23.12641541987301, Volatility: 1.1928571428571428, AaronChange = 51.393480299987914, Volatility: 1.3416666666666668, AronChange = 40.38338044336857, Volatility: 1.3416666666666668, LukeChange = -48.441155433071565, Volatility: 1.1928571428571428, AdamChange = -23.170910687636113, Volatility: 1.1928571428571428, AlexChange = -34.436902153093406, Volatility: 1.1928571428571428, KoenChange = -45.38994941117688, Volatility: 1.55, Team1Perf = 1563, Team2Perf = 443, DateOfMatch = 27/10/2022 21:59:32
LukeChange = 29.57587606468871, Volatility: 1.08125, ReinChange = 17.339224363119083, Volatility: 0.9944444444444445, KoenChange = 23.4813569292766, Volatility: 1.3416666666666668, LuddowChange = 27.766565696363244, Volatility: 1.55, JackChange = -18.85441193215223, Volatility: 1.08125, NielsChange = -26.297570754798578, Volatility: 1.3416666666666668, TomChange = -26.297570754798578, Volatility: 1.3416666666666668, ThomasChange = -23.005404352474233, Volatility: 1.1928571428571428, Team1Perf = 1402, Team2Perf = 641, DateOfMatch = 27/10/2022 21:59:32
